pokedex number,branch code,name,generation,type1,type2,number of types,sprites,basic_color,sprite dominant color
892,892_1,urshifu-rapid-strike,8,fighting,water,2,https://img.pokemondb.net/sprites/home/normal/urshifu-rapid-strike.png,"[136, 84, 11]",[94 99 99]
893,893_0,zarude,8,dark,grass,2,https://img.pokemondb.net/sprites/home/normal/zarude.png,"[31, 16, 8]",[48 47 53]
894,894_0,regieleki,8,electric,,1,https://img.pokemondb.net/sprites/home/normal/regieleki.png,"[255, 255, 0]",[215 215 111]
895,895_0,regidrago,8,dragon,,1,https://img.pokemondb.net/sprites/home/normal/regidrago.png,"[167, 143, 206]",[67 98 94]
896,896_0,glastrier,8,ice,,1,https://img.pokemondb.net/sprites/home/normal/glastrier.png,"[135, 206, 235]",[185 191 204]
897,897_0,spectrier,8,ghost,,1,https://img.pokemondb.net/sprites/home/normal/spectrier.png,"[25, 25, 112]",[126 117 168]
898,898_0,calyrex,8,psychic,grass,2,https://img.pokemondb.net/sprites/home/normal/calyrex.png,"[255, 105, 180]",[120 142 157]
898,898_1,calyrex-ice-rider,8,psychic,ice,2,https://img.pokemondb.net/sprites/home/normal/calyrex-ice-rider.png,"[255, 105, 180]",[169 188 203]
898,898_2,calyrex-shadow-rider,8,psychic,ghost,2,https://img.pokemondb.net/sprites/home/normal/calyrex-shadow-rider.png,"[255, 105, 180]",[ 76  88 136]
899,899_0,wyrdeer,8,normal,psychic,2,https://img.pokemondb.net/sprites/home/normal/wyrdeer.png,"[211, 211, 211]",[199 199 199]
900,900_0,kleavor,8,bug,rock,2,https://img.pokemondb.net/sprites/home/normal/kleavor.png,"[204, 204, 0]",[118 110 109]
901,901_0,ursaluna,8,ground,normal,2,https://img.pokemondb.net/sprites/home/normal/ursaluna.png,"[204, 164, 0]",[141 128 122]
902,902_0,basculegion-male,8,water,ghost,2,https://img.pokemondb.net/sprites/home/normal/basculegion-male.png,"[4, 124, 201]",[198 195 195]
902,902_1,basculegion-female,8,water,ghost,2,https://img.pokemondb.net/sprites/home/normal/basculegion-female.png,"[4, 124, 201]",[193 206 202]
903,903_0,sneasler,8,fighting,poison,2,https://img.pokemondb.net/sprites/home/normal/sneasler.png,"[136, 84, 11]",[190 199 207]
904,904_0,overqwil,8,dark,poison,2,https://img.pokemondb.net/sprites/home/normal/overqwil.png,"[31, 16, 8]",[179 176 175]
905,905_0,enamorus-incarnate,8,fairy,flying,2,https://img.pokemondb.net/sprites/home/normal/enamorus-incarnate.png,"[255, 182, 193]",[194 176 185]
905,905_1,enamorus-therian,8,fairy,flying,2,https://img.pokemondb.net/sprites/home/normal/enamorus-therian.png,"[255, 182, 193]",[216 213 216]
906,906_0,sprigatito,9,grass,,1,https://img.pokemondb.net/sprites/home/normal/sprigatito.png,"[0, 100, 0]",[198 215 187]
907,907_0,floragato,9,grass,,1,https://img.pokemondb.net/sprites/home/normal/floragato.png,"[0, 100, 0]",[180 190 173]
908,908_0,meowscarada,9,grass,dark,2,https://img.pokemondb.net/sprites/home/normal/meowscarada.png,"[0, 100, 0]",[ 64 110  64]
909,909_0,fuecoco,9,fire,,1,https://img.pokemondb.net/sprites/home/normal/fuecoco.png,"[255, 0, 0]",[205 143 121]
910,910_0,crocalor,9,fire,,1,https://img.pokemondb.net/sprites/home/normal/crocalor.png,"[255, 0, 0]",[212 205 173]
911,911_0,skeledirge,9,fire,ghost,2,https://img.pokemondb.net/sprites/home/normal/skeledirge.png,"[255, 0, 0]",[210 206 202]
912,912_0,quaxly,9,water,,1,https://img.pokemondb.net/sprites/home/normal/quaxly.png,"[4, 124, 201]",[211 222 222]
913,913_0,quaxwell,9,water,,1,https://img.pokemondb.net/sprites/home/normal/quaxwell.png,"[4, 124, 201]",[117 166 209]
914,914_0,quaquaval,9,water,fighting,2,https://img.pokemondb.net/sprites/home/normal/quaquaval.png,"[4, 124, 201]",[ 65  73 182]
915,915_0,lechonk,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/lechonk.png,"[211, 211, 211]",[73 83 89]
916,916_0,oinkologne,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/oinkologne.png,"[211, 211, 211]",[79 68 91]
916,916_1,oinkologne,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/oinkologne.png,"[211, 211, 211]",[79 68 91]
917,917_0,tarountula,9,bug,,1,https://img.pokemondb.net/sprites/home/normal/tarountula.png,"[204, 204, 0]",[212 218 219]
918,918_0,spidops,9,bug,,1,https://img.pokemondb.net/sprites/home/normal/spidops.png,"[204, 204, 0]",[160 160  91]
919,919_0,nymble,9,bug,,1,https://img.pokemondb.net/sprites/home/normal/nymble.png,"[204, 204, 0]",[139 152 168]
920,920_0,lokix,9,bug,dark,2,https://img.pokemondb.net/sprites/home/normal/lokix.png,"[204, 204, 0]",[111 112 104]
921,921_0,pawmi,9,electric,,1,https://img.pokemondb.net/sprites/home/normal/pawmi.png,"[255, 255, 0]",[225 208 182]
922,922_0,pawmo,9,electric,fighting,2,https://img.pokemondb.net/sprites/home/normal/pawmo.png,"[255, 255, 0]",[209 180 118]
923,923_0,pawmot,9,electric,fighting,2,https://img.pokemondb.net/sprites/home/normal/pawmot.png,"[255, 255, 0]",[222 212 193]
924,924_0,tandemaus,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/tandemaus.png,"[211, 211, 211]",[225 225 225]
925,925_0,maushold-family3,9,normal,,1,https://img.pokemondb.net/sprites/scarlet-violet/normal/maushold-family3.png,"[211, 211, 211]",[188 179 185]
925,925_1,maushold-family4,9,normal,,1,https://img.pokemondb.net/sprites/scarlet-violet/normal/maushold-family4.png,"[211, 211, 211]",[187 179 184]
926,926_0,fidough,9,fairy,,1,https://img.pokemondb.net/sprites/home/normal/fidough.png,"[255, 182, 193]",[227 219 200]
927,927_0,dachsbun,9,fairy,,1,https://img.pokemondb.net/sprites/home/normal/dachsbun.png,"[255, 182, 193]",[204 150 100]
928,928_0,smoliv,9,grass,normal,2,https://img.pokemondb.net/sprites/home/normal/smoliv.png,"[0, 100, 0]",[189 199 147]
929,929_0,dolliv,9,grass,normal,2,https://img.pokemondb.net/sprites/home/normal/dolliv.png,"[0, 100, 0]",[141 186  95]
930,930_0,arboliva,9,grass,normal,2,https://img.pokemondb.net/sprites/home/normal/arboliva.png,"[0, 100, 0]",[109 167  57]
931,931_0,squawkabilly-green,9,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/squawkabilly-green.png,"[211, 211, 211]",[224 219 218]
931,931_1,squawkabilly-blue,9,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/squawkabilly-blue.png,"[211, 211, 211]",[225 221 220]
931,931_2,squawkabilly-yellow,9,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/squawkabilly-yellow.png,"[211, 211, 211]",[220 215 210]
931,931_3,squawkabilly-white,9,normal,flying,2,https://img.pokemondb.net/sprites/home/normal/1x/squawkabilly-white.png,"[211, 211, 211]",[213 214 216]
932,932_0,nacli,9,rock,,1,https://img.pokemondb.net/sprites/home/normal/nacli.png,"[128, 109, 0]",[223 215 212]
933,933_0,naclstack,9,rock,,1,https://img.pokemondb.net/sprites/home/normal/naclstack.png,"[128, 109, 0]",[219 209 202]
934,934_0,garganacl,9,rock,,1,https://img.pokemondb.net/sprites/home/normal/garganacl.png,"[128, 109, 0]",[196 195 194]
935,935_0,charcadet,9,fire,,1,https://img.pokemondb.net/sprites/home/normal/charcadet.png,"[255, 0, 0]",[216  89  83]
936,936_0,armarouge,9,fire,psychic,2,https://img.pokemondb.net/sprites/home/normal/armarouge.png,"[255, 0, 0]",[212 195 176]
937,937_0,ceruledge,9,fire,ghost,2,https://img.pokemondb.net/sprites/home/normal/ceruledge.png,"[255, 0, 0]",[51 44 81]
938,938_0,tadbulb,9,electric,,1,https://img.pokemondb.net/sprites/home/normal/tadbulb.png,"[255, 255, 0]",[200 210 198]
939,939_0,bellibolt,9,electric,,1,https://img.pokemondb.net/sprites/home/normal/bellibolt.png,"[255, 255, 0]",[196 208 200]
940,940_0,wattrel,9,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/wattrel.png,"[255, 255, 0]",[122 125 134]
941,941_0,kilowattrel,9,electric,flying,2,https://img.pokemondb.net/sprites/home/normal/kilowattrel.png,"[255, 255, 0]",[108 108 111]
942,942_0,maschiff,9,dark,,1,https://img.pokemondb.net/sprites/home/normal/maschiff.png,"[31, 16, 8]",[191 105  96]
943,943_0,mabosstiff,9,dark,,1,https://img.pokemondb.net/sprites/home/normal/mabosstiff.png,"[31, 16, 8]",[112  97  84]
944,944_0,shroodle,9,poison,normal,2,https://img.pokemondb.net/sprites/home/normal/shroodle.png,"[97, 64, 81]",[138 147 161]
945,945_0,grafaiai,9,poison,normal,2,https://img.pokemondb.net/sprites/home/normal/grafaiai.png,"[97, 64, 81]",[61 64 79]
946,946_0,bramblin,9,grass,ghost,2,https://img.pokemondb.net/sprites/home/normal/bramblin.png,"[0, 100, 0]",[213 186 148]
947,947_0,brambleghast,9,grass,ghost,2,https://img.pokemondb.net/sprites/home/normal/brambleghast.png,"[0, 100, 0]",[194 130  79]
948,948_0,toedscool,9,ground,grass,2,https://img.pokemondb.net/sprites/home/normal/toedscool.png,"[204, 164, 0]",[231 194 180]
949,949_0,toedscruel,9,ground,grass,2,https://img.pokemondb.net/sprites/home/normal/toedscruel.png,"[204, 164, 0]",[216 205 185]
950,950_0,klawf,9,rock,,1,https://img.pokemondb.net/sprites/home/normal/klawf.png,"[128, 109, 0]",[217 114  52]
951,951_0,capsakid,9,grass,,1,https://img.pokemondb.net/sprites/home/normal/capsakid.png,"[0, 100, 0]",[208 211 199]
952,952_0,scovillain,9,grass,fire,2,https://img.pokemondb.net/sprites/home/normal/scovillain.png,"[0, 100, 0]",[147 179 154]
953,953_0,rellor,9,bug,,1,https://img.pokemondb.net/sprites/home/normal/rellor.png,"[204, 204, 0]",[133 108  72]
954,954_0,rabsca,9,bug,psychic,2,https://img.pokemondb.net/sprites/home/normal/rabsca.png,"[204, 204, 0]",[205 205 212]
955,955_0,flittle,9,psychic,,1,https://img.pokemondb.net/sprites/home/normal/flittle.png,"[255, 105, 180]",[221 217 208]
956,956_0,espathra,9,psychic,,1,https://img.pokemondb.net/sprites/home/normal/espathra.png,"[255, 105, 180]",[217 215 209]
957,957_0,tinkatink,9,fairy,steel,2,https://img.pokemondb.net/sprites/home/normal/tinkatink.png,"[255, 182, 193]",[214 180 200]
958,958_0,tinkatuff,9,fairy,steel,2,https://img.pokemondb.net/sprites/home/normal/tinkatuff.png,"[255, 182, 193]",[209 199 204]
959,959_0,tinkaton,9,fairy,steel,2,https://img.pokemondb.net/sprites/home/normal/tinkaton.png,"[255, 182, 193]",[218 206 199]
960,960_0,wiglett,9,water,,1,https://img.pokemondb.net/sprites/home/normal/wiglett.png,"[4, 124, 201]",[223 224 226]
961,961_0,wugtrio,9,water,,1,https://img.pokemondb.net/sprites/home/normal/wugtrio.png,"[4, 124, 201]",[220  68  92]
962,962_0,bombirdier,9,flying,dark,2,https://img.pokemondb.net/sprites/home/normal/bombirdier.png,"[65, 105, 225]",[211 202 203]
963,963_0,finizen,9,water,,1,https://img.pokemondb.net/sprites/home/normal/finizen.png,"[4, 124, 201]",[ 92 197 220]
964,964_0,palafin-zero,9,water,,1,https://img.pokemondb.net/sprites/home/normal/palafin-zero.png,"[4, 124, 201]",[ 88 190 214]
964,964_1,palafin-hero,9,water,,1,https://img.pokemondb.net/sprites/home/normal/palafin-hero.png,"[4, 124, 201]",[165 201 214]
965,965_0,varoom,9,steel,poison,2,https://img.pokemondb.net/sprites/home/normal/varoom.png,"[170, 170, 170]",[206 206 206]
966,966_0,revavroom,9,steel,poison,2,https://img.pokemondb.net/sprites/home/normal/revavroom.png,"[170, 170, 170]",[85 70 89]
967,967_0,cyclizar,9,dragon,normal,2,https://img.pokemondb.net/sprites/home/normal/cyclizar.png,"[167, 143, 206]",[142 172 146]
968,968_0,orthworm,9,steel,,1,https://img.pokemondb.net/sprites/home/normal/orthworm.png,"[170, 170, 170]",[209 174 165]
969,969_0,glimmet,9,rock,poison,2,https://img.pokemondb.net/sprites/home/normal/glimmet.png,"[128, 109, 0]",[ 52 117 191]
970,970_0,glimmora,9,rock,poison,2,https://img.pokemondb.net/sprites/home/normal/glimmora.png,"[128, 109, 0]",[104 137 181]
971,971_0,greavard,9,ghost,,1,https://img.pokemondb.net/sprites/home/normal/greavard.png,"[25, 25, 112]",[208 215 222]
972,972_0,houndstone,9,ghost,,1,https://img.pokemondb.net/sprites/home/normal/houndstone.png,"[25, 25, 112]",[197 197 202]
973,973_0,flamigo,9,flying,fighting,2,https://img.pokemondb.net/sprites/home/normal/flamigo.png,"[65, 105, 225]",[222 134 161]
974,974_0,cetoddle,9,ice,,1,https://img.pokemondb.net/sprites/home/normal/cetoddle.png,"[135, 206, 235]",[197 204 207]
975,975_0,cetitan,9,ice,,1,https://img.pokemondb.net/sprites/home/normal/cetitan.png,"[135, 206, 235]",[177 178 185]
976,976_0,veluza,9,water,psychic,2,https://img.pokemondb.net/sprites/home/normal/veluza.png,"[4, 124, 201]",[213 120 220]
977,977_0,dondozo,9,water,,1,https://img.pokemondb.net/sprites/home/normal/dondozo.png,"[4, 124, 201]",[210 211 222]
978,978_0,tatsugiri-curly,9,dragon,water,2,https://img.pokemondb.net/sprites/home/normal/tatsugiri-curly.png,"[167, 143, 206]",[220 219 219]
978,978_1,tatsugiri-droopy,9,dragon,water,2,https://img.pokemondb.net/sprites/home/normal/tatsugiri-droopy.png,"[167, 143, 206]",[218 142 164]
978,978_2,tatsugiri-stretchy,9,dragon,water,2,https://img.pokemondb.net/sprites/home/normal/tatsugiri-stretchy.png,"[167, 143, 206]",[200 199 195]
979,979_0,annihilape,9,fighting,ghost,2,https://img.pokemondb.net/sprites/home/normal/annihilape.png,"[136, 84, 11]",[208 209 213]
980,980_0,clodsire,9,poison,ground,2,https://img.pokemondb.net/sprites/home/normal/clodsire.png,"[97, 64, 81]",[82 69 68]
981,981_0,farigiraf,9,normal,psychic,2,https://img.pokemondb.net/sprites/home/normal/farigiraf.png,"[211, 211, 211]",[205 193 136]
982,982_0,dudunsparce-two-segment,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/dudunsparce-two-segment.png,"[211, 211, 211]",[210 212 201]
982,982_1,dudunsparce-three-segment,9,normal,,1,https://img.pokemondb.net/sprites/home/normal/dudunsparce-three-segment.png,"[211, 211, 211]",[ 36 160 165]
983,983_0,kingambit,9,dark,steel,2,https://img.pokemondb.net/sprites/home/normal/kingambit.png,"[31, 16, 8]",[136  56  57]
984,984_0,great-tusk,9,ground,fighting,2,https://img.pokemondb.net/sprites/home/normal/great-tusk.png,"[204, 164, 0]",[ 72  62 111]
985,985_0,scream-tail,9,fairy,psychic,2,https://img.pokemondb.net/sprites/home/normal/scream-tail.png,"[255, 182, 193]",[225 201 207]
986,986_0,brute-bonnet,9,grass,dark,2,https://img.pokemondb.net/sprites/home/normal/brute-bonnet.png,"[0, 100, 0]",[197 207 188]
987,987_0,flutter-mane,9,ghost,fairy,2,https://img.pokemondb.net/sprites/home/normal/flutter-mane.png,"[25, 25, 112]",[ 46 104 118]
988,988_0,slither-wing,9,bug,fighting,2,https://img.pokemondb.net/sprites/home/normal/slither-wing.png,"[204, 204, 0]",[207 164 155]
989,989_0,sandy-shocks,9,electric,ground,2,https://img.pokemondb.net/sprites/home/normal/sandy-shocks.png,"[255, 255, 0]",[156 167 170]
990,990_0,iron-treads,9,ground,steel,2,https://img.pokemondb.net/sprites/home/normal/iron-treads.png,"[204, 164, 0]",[59 55 53]
991,991_0,iron-bundle,9,ice,water,2,https://img.pokemondb.net/sprites/home/normal/iron-bundle.png,"[135, 206, 235]",[208 212 214]
992,992_0,iron-hands,9,fighting,electric,2,https://img.pokemondb.net/sprites/home/normal/iron-hands.png,"[136, 84, 11]",[206 203 199]
993,993_0,iron-jugulis,9,dark,flying,2,https://img.pokemondb.net/sprites/home/normal/iron-jugulis.png,"[31, 16, 8]",[ 97 102 111]
994,994_0,iron-moth,9,fire,poison,2,https://img.pokemondb.net/sprites/home/normal/iron-moth.png,"[255, 0, 0]",[211 200 184]
995,995_0,iron-thorns,9,rock,electric,2,https://img.pokemondb.net/sprites/home/normal/iron-thorns.png,"[128, 109, 0]",[160 196 112]
996,996_0,frigibax,9,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/frigibax.png,"[167, 143, 206]",[160 168 178]
997,997_0,arctibax,9,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/arctibax.png,"[167, 143, 206]",[103 138 160]
998,998_0,baxcalibur,9,dragon,ice,2,https://img.pokemondb.net/sprites/home/normal/baxcalibur.png,"[167, 143, 206]",[193 216 219]
999,999_0,gimmighoul-chest,9,ghost,,1,https://img.pokemondb.net/sprites/home/normal/gimmighoul-chest.png,"[25, 25, 112]",[186 172 110]
999,999_1,gimmighoul-roaming,9,ghost,,1,https://img.pokemondb.net/sprites/home/normal/gimmighoul-roaming.png,"[25, 25, 112]",[189 194 211]
1000,1000_0,gholdengo,9,steel,ghost,2,https://img.pokemondb.net/sprites/home/normal/gholdengo.png,"[170, 170, 170]",[218 195  78]
1001,1001_0,wo-chien,9,dark,grass,2,https://img.pokemondb.net/sprites/home/normal/wo-chien.png,"[31, 16, 8]",[76 81 72]
1002,1002_0,chien-pao,9,dark,ice,2,https://img.pokemondb.net/sprites/home/normal/chien-pao.png,"[31, 16, 8]",[158 193 207]
1003,1003_0,ting-lu,9,dark,ground,2,https://img.pokemondb.net/sprites/home/normal/ting-lu.png,"[31, 16, 8]",[126 115 105]
1004,1004_0,chi-yu,9,dark,fire,2,https://img.pokemondb.net/sprites/home/normal/chi-yu.png,"[31, 16, 8]",[169  66  53]
1005,1005_0,roaring-moon,9,dragon,dark,2,https://img.pokemondb.net/sprites/home/normal/roaring-moon.png,"[167, 143, 206]",[214  78 111]
1006,1006_0,iron-valiant,9,fairy,fighting,2,https://img.pokemondb.net/sprites/home/normal/iron-valiant.png,"[255, 182, 193]",[215 212 211]
1007,1007_0,koraidon,9,fighting,dragon,2,https://img.pokemondb.net/sprites/home/normal/koraidon.png,"[136, 84, 11]",[215 210 209]
1008,1008_0,miraidon,9,electric,dragon,2,https://img.pokemondb.net/sprites/home/normal/miraidon.png,"[255, 255, 0]",[175 181 193]
1009,1009_0,walking-wake,9,water,dragon,2,https://img.pokemondb.net/sprites/home/normal/walking-wake.png,"[4, 124, 201]",[187 202 205]
1010,1010_0,iron-leaves,9,grass,psychic,2,https://img.pokemondb.net/sprites/home/normal/iron-leaves.png,"[0, 100, 0]",[ 82 141  83]
